	Organism Name	Genome ID	Complete?	Assembly Level	Annotation Name	BUSCO	Reference genome?	Assembly Submission Date	Assembly Name	Assembly Accession Genbank	Assembly Accession RefSeq	Comments
1	Petaurus breviceps	34899	Partial	Contig	-	-	No	24/09/2021	ERS5079552 MarsupialExonCaptKit	GCA_904810845.1	-	Partial, Several genomes of same quality
1	Petaurus norfolcensis	122272	Partial	Contig	-	-	No	24/09/2021	ERS5079837 MarsupialExonCaptKit	GCA_904813745.1	-	Partial 
1	Petaurus sp. PSGF00001	2953630	-	Scaffold	-	-	Yes	10/02/2023	PetGlider_PUasm1.0	GCA_028583685.1	-	
3	Petrogale brachyotis victoriae	1648428	Partial	Contig	-	-	No	28/01/2021	ERS5079733 MarsupialExonCaptKit	GCA_904812595.1	-	Partial, higher species not available, Several genomes of same quality
1	Petrogale coenensis	54081	Partial	Contig	-	-	No	24/09/2021	ERS5079725 MarsupialExonCaptKit	GCA_904812605.1	-	Partial, Several genomes of same quality
3	Petrogale concinna canescens	1936090	Partial	Contig	-	-	No	28/01/2021	ERS5079689 MarsupialExonCaptKit	GCA_904812245.1	-	Partial, higher species not available
-	Petrogale concinna monastria	1648459	Partial	Contig	-	-	No	28/01/2021	ERS5079690 MarsupialExonCaptKit	GCA_904812235.1	-	Partial, higher species not available
1	Petrogale godmani	54082	Partial	Contig	-	-	No	24/09/2021	ERS5079727 MarsupialExonCaptKit	GCA_904812675.1	-	Partial
1	Petrogale inornata	54084	Partial	Contig	-	-	No	24/09/2021	ERS5079722 MarsupialExonCaptKit	GCA_904812525.1	-	Partial
3	Petrogale lateralis hacketti	172272	Partial	Contig	-	-	No	28/01/2021	ERS5079702 MarsupialExonCaptKit	GCA_904812425.1	-	Partial, higher species not available
-	Petrogale lateralis pearsoni	172274	Partial	Contig	-	-	No	20/08/2021	ERZ1641775	GCA_913248055.1	-	Partial, higher species not available
1	Petrogale mareeba	54087	Partial	Contig	-	-	No	24/09/2021	ERS5079714 MarsupialExonCaptKit	GCA_904812495.1	-	Partial
1	Petrogale persephone	65614	Partial	Contig	-	-	No	24/09/2021	ERS5079709 MarsupialExonCaptKit	GCA_904812475.1	-	Partial
1	Petrogale purpureicollis	175627	Partial	Contig	-	-	No	24/09/2021	ERS5079697 MarsupialExonCaptKit	GCA_904812335.1	-	Partial
1	Petrogale rothschildi	1119526	Partial	Contig	-	-	No	24/09/2021	ERS5079692 MarsupialExonCaptKit	GCA_904812265.1	-	Partial, Several genomes of same quality
1	Petrogale sharmani	54089	Partial	Contig	-	-	No	24/09/2021	ERS5079715 MarsupialExonCaptKit	GCA_904812505.1	-	Partial, Several genomes of same quality
1	Petrogale wilkinsi	1648445	Partial	Contig	-	-	No	24/09/2021	ERS5079736 MarsupialExonCaptKit	GCA_904812765.1	-	Partial
3	Petrogale xanthopus celeris	54091	Partial	Contig	-	-	No	28/01/2021	ERS5079693 MarsupialExonCaptKit	GCA_904812275.1	-	Partial, higher species not available, Several genomes of same quality
-	Petrogale xanthopus xanthopus	54090	Partial	Contig	-	-	No	28/01/2021	ERS5079695 MarsupialExonCaptKit	GCA_904812225.1	-	Partial, higher species not available, Several genomes of same quality
1	Petromus typicus	10183	-	Scaffold	-	-	Yes	16/01/2019	PetTyp_v1_BIUU	GCA_004026965.1	-	
1	Petropseudes dahli	596258	Partial	Contig	-	-	No	24/09/2021	ERS5079547 MarsupialExonCaptKit	GCA_904810825.1	-	Partial, Several genomes of same quality
1	Phacochoerus africanus	41426	-	Chromosome	GCF_016906955.1-RS_2023_02	C:98.3%[S:97.9%,D:0.4%],F:0.5%,M:1.2%,n:13335	Yes	19/02/2021	ROS_Pafr_v1	GCA_016906955.1	GCF_016906955.1	
1	Phalanger carmelitae	38623	Partial	Contig	-	-	No	24/09/2021	ERS5079815 MarsupialExonCaptKit	GCA_904813505.1	-	Partial, Several genomes of same quality
1	Phalanger gymnotis	65615	-	Chromosome	-	-	Yes	16/02/2023	pg-2k	GCA_028646595.1	-	
1	Phalanger lullulae	88212	Partial	Contig	-	-	No	24/09/2021	ERS5079883 MarsupialExonCaptKit	GCA_904814195.1	-	Partial
1	Phalanger orientalis	42473	Partial	Contig	-	-	No	24/09/2021	ERS5079766 MarsupialExonCaptKit	GCA_904813025.1	-	Partial
1	Phalanger sericeus	175808	Partial	Contig	-	-	No	24/09/2021	ERS5079882 MarsupialExonCaptKit	GCA_904814185.1	-	Partial
1	Phalanger vestitus	175809	Partial	Contig	-	-	No	24/09/2021	ERS5079854 MarsupialExonCaptKit	GCA_904813955.1	-	Partial
1	Phascogale calura	38776	Partial	Contig	-	-	No	24/09/2021	ERS5079796 MarsupialExonCaptKit	GCA_904813325.1	-	Partial
1	Phascogale tapoatafa	9293	Partial	Contig	-	-	No	24/09/2021	ERS5079789 MarsupialExonCaptKit	GCA_904813255.1	-	Partial
1	Phascolarctos cinereus	38626	-	Contig	NCBI Annotation Release 100	C:98.0%[S:97.5%,D:0.6%],F:0.5%,M:1.5%,n:9226	Yes	18/04/2017	phaCin_unsw_v4.1	GCA_002099425.1	GCF_002099425.1	
1	Phascolosorex dorsalis	9295	Partial	Contig	-	-	No	24/09/2021	ERS5079525 MarsupialExonCaptKit	GCA_904810645.1	-	Partial, several genomes of same quality
1	Phataginus tricuspis	358128	-	Scaffold	-	-	Yes	10/11/2022	mPhaTri1	GCA_004765945.2	-	
1	Philantomba maxwellii	907741	-	Scaffold	-	-	Yes	24/06/2019	MXD	GCA_006410695.1	-	
1	Phoca vitulina	9720	-	Scaffold	NCBI Annotation Release 100	C:98.0%[S:95.6%,D:2.4%],F:0.6%,M:1.4%,n:14502	Yes	11/02/2019	GSC_HSeal_1.0	GCA_004348235.1	GCF_004348235.1	
1	Phocoena phocoena	9742	-	Scaffold	-	-	Yes	22/03/2019	PhoPho_v1_BIUU	GCA_004363495.1	-	
1	Phocoena sinus	42100	-	Chromosome	NCBI Annotation Release 100	C:98.0%[S:96.0%,D:2.0%],F:0.5%,M:1.5%,n:13335	Yes	26/09/2019	mPhoSin1.pri	GCA_008692025.1	GCF_008692025.1	
1	Phodopus roborovskii	109678	-	Contig	NCBI Annotation Release 100, Annotation submitted by FREIE UNIVERSITAET BERLIN	C:98.7%[S:96.2%,D:2.5%],F:0.2%,M:1.1%,n:13798	Yes	01/07/2022	PHOROB	GCA_943737965.1	GCF_943737965.1	
1	Phodopus sungorus	10044	-	Chromosome	-	-	Yes	29/06/2022	Psun_UM_1.1	GCA_023856395.1	-	
1	Phyllostomus discolor	89673	-	Chromosome	NCBI Annotation Release 101	C:98.0%[S:96.9%,D:1.1%],F:0.5%,M:1.5%,n:12234	Yes	12/05/2020	mPhyDis1.pri.v3	GCA_004126475.3	GCF_004126475.2	
1	Phyllostomus hastatus	9423	-	Scaffold	NCBI Annotation Release 100	C:98.8%[S:98.0%,D:0.8%],F:0.3%,M:1.0%,n:12234	Yes	09/07/2021	TTU_PhHast_1.1	GCA_019186645.2	GCF_019186645.2	
1	Physeter catodon	9755	-	Chromosome	NCBI Annotation Release 102	C:94.5%[S:93.5%,D:1.0%],F:2.7%,M:2.9%,n:13335	Yes	08/03/2019	ASM283717v2	GCA_002837175.2	GCF_002837175.2	Contaminated ('clean' one available, unannotated OR scaffold)
1	Piliocolobus tephrosceles	591936	-	Chromosome	NCBI eukaryotic genome annotation pipeline	-	Yes	12/12/2019	ASM277652v5	GCA_002776525.5	GCF_002776525.5	
1	Pipistrellus kuhlii	59472	-	Scaffold	NCBI Annotation Release 101, Annotation submitted by Bat1K	C:97.8%[S:96.0%,D:1.8%],F:0.6%,M:1.6%,n:12234	Yes	07/08/2020	mPipKuh1.p	GCA_014108245.1	GCF_014108245.1	
1	Pipistrellus pipistrellus	59474	-	Chromosome	-	-	Yes	06/08/2020	mPipPip1.1	GCA_903992545.1	-	
1	Pithecia pithecia	43777	-	Contig	-	-	Yes	17/06/2022	ASM2377967v1	GCA_023779675.1	-	
1	Planigale gilesi	32556	Partial	Contig	-	-	No	24/09/2021	ERS5079582 MarsupialExonCaptKit	GCA_904811035.1	-	Partial
1	Planigale ingrami	34895	Partial	Contig	-	-	No	24/09/2021	ERS5079842 MarsupialExonCaptKit	GCA_904813785.1	-	Partial
1	Planigale maculata	9297	Partial	Contig	-	-	No	24/09/2021	ERS5079656 MarsupialExonCaptKit	GCA_904811815.1	-	Partial
1	Planigale tenuirostris	32557	Partial	Contig	-	-	No	24/09/2021	ERS5079798 MarsupialExonCaptKit	GCA_904813295.1	-	Partial
1	Platanista gangetica	118798	-	Contig	-	-	Yes	09/03/2021	HRRL_Platanista_gangetica_1.0	GCA_017311385.1	-	
1	Platanista minor	48752	-	Scaffold	-	-	Yes	22/03/2019	PlaMin_v1_BIUU	GCA_004363435.1	-	
1	Plecturocebus donacophilus	230833	-	Scaffold	-	-	Yes	16/01/2019	CalDon_v1_BIUU	GCA_004027715.1	-	
1	Pongo abelii	9601	-	Chromosome	NCBI Annotation Release 103, Annotation submitted by University of Washington	C:98.9%[S:98.3%,D:0.7%],F:0.5%,M:0.5%,n:13780	Yes	19/01/2018	Susie_PABv2	GCA_002880775.3	GCF_002880775.1	
1	Pongo pygmaeus	9600	-	Chromosome	-	-	Yes	28/02/2023	NHGRI_mPonPyg2-v1.1-hic.freeze_pri	GCA_028885625.1	-	
1	Pontoporia blainvillei	48723	-	Scaffold	Annotation submitted by Universidade do Vale do Itajai (UNIVALI)	-	Yes	25/03/2020	ASM1175407v1	GCA_011754075.1	-	
1	Potorous gilbertii	173936	-	Chromosome	-	-	Yes	17/02/2023	Potorous_gilbertii_HiC	GCA_028658325.1	-	
1	Potorous longipes	55310	Partial	Contig	-	-	No	24/09/2021	ERS5079564 MarsupialExonCaptKit	GCA_904812075.1	-	Partial
1	Potorous tridactylus	9310	Partial	Contig	-	-	No	24/09/2021	ERS5079793 MarsupialExonCaptKit	GCA_904813305.1	-	Partial, several genomes of same quality
1	Potos flavus	29067	-	Chromosome	-	-	Yes	09/02/2023	Potos_flavus_HiC	GCA_028534135.1	-	
1	Praomys delectorum	119565	-	Scaffold	-	-	Yes	01/09/2021	ASM1984381v1	GCA_019843815.1	-	
1	Prionailurus bengalensis	37029	-	Chromosome	NCBI Annotation Release 100	C:99.0%[S:98.2%,D:0.7%],F:0.2%,M:0.8%,n:14502	Yes	06/01/2021	Fcat_Pben_1.1_paternal_pri	GCA_016509475.2	GCF_016509475.1	
1	Prionailurus iriomotensis	37030	-	Scaffold	-	-	Yes	31/03/2021	P_iriomotensis_scaffold_01	GCA_018403415.1	-	
1	Prionailurus viverrinus	61388	-	Chromosome	GCF_022837055.1-RS_2023_02	C:98.8%[S:98.0%,D:0.8%],F:0.2%,M:1.0%,n:14502	Yes	08/04/2022	UM_Priviv_1.0	GCA_022837055.1	GCF_022837055.1	
1	Procapra przewalskii	157668	-	Scaffold	-	-	Yes	24/06/2019	PLG	GCA_006410515.1	-	
1	Procavia capensis	9813	-	Scaffold	-	-	Yes	08/11/2022	ProCapCap_v3_BIUU_UCD	GCA_004026925.3	-	
1	Procyon lotor	9654	-	Chromosome	-	-	Yes	16/02/2023	pl-1k	GCA_028646535.1	-	
1	Prolemur simus	1328070	-	Scaffold	-	-	Yes	20/06/2018	Prosim_1.0	GCA_003258685.1	-	
1	Propithecus coquereli	379532	-	Scaffold	NCBI Annotation Release 100	C:94.6%[S:93.7%,D:0.8%],F:3.3%,M:2.1%,n:13780	Yes	23/03/2015	Pcoq_1.0	GCA_000956105.1	GCF_000956105.1	
3	Proteles cristata cristata	2793304	-	Scaffold	-	-	Yes	09/03/2021	Proteles_cristatus_TS307_19_07_2019	GCA_017311185.1	-	Higher species not available
1	Psammomys obesus	48139	-	Scaffold	-	-	Yes	02/06/2021	mPsaObe1.curated_primary_1811	GCA_907164565.1	-	
1	Pseudantechinus bilarni	479705	Partial	Contig	-	-	No	24/09/2021	ERS5079567 MarsupialExonCaptKit	GCA_904812015.1	-	Partial
1	Pseudantechinus macdonnellensis	9299	Partial	Contig	-	-	No	24/09/2021	ERS5079523 MarsupialExonCaptKit	GCA_904810615.1	-	Partial, several genomes of same quality
1	Pseudantechinus ningbing	32558	Partial	Contig	-	-	No	24/09/2021	ERS5079829 MarsupialExonCaptKit	GCA_904813655.1	-	Partial
1	Pseudantechinus roryi	272619	Partial	Contig	-	-	No	24/09/2021	ERS5079864 MarsupialExonCaptKit	GCA_904814015.1	-	Partial
1	Pseudantechinus woolleyae	32559	Partial	Contig	-	-	No	24/09/2021	ERS5079532 MarsupialExonCaptKit	GCA_904810565.1	-	Partial
1	Pseudocheirus occidentalis	656515	-	Chromosome	-	-	Yes	16/02/2023	Pseudocheirus_occidentalis_HiC	GCA_028646575.1	-	
1	Pseudocheirus peregrinus	9333	Partial	Contig	-	-	No	24/09/2021	ERS5079783 MarsupialExonCaptKit	GCA_904813195.1	-	Partial, several genomes of same quality
1	Pseudochirops albertisii	699040	Partial	Contig	-	-	No	24/09/2021	ERS5079542 MarsupialExonCaptKit	GCA_904810865.1	-	Partial
1	Pseudochirops archeri	38621	Partial	Contig	-	-	No	24/09/2021	ERS5079546 MarsupialExonCaptKit	GCA_904810905.1	-	Partial, several genomes of same quality
1	Pseudochirops corinnae	65629	-	Chromosome	-	-	Yes	16/02/2023	Pseudochirops_corinnae_HiC	GCA_028646515.1	-	
1	Pseudochirops cupreus	37702	-	Chromosome	-	-	Yes	16/02/2023	Pseudochirops_cupreus_HiC	GCA_028627135.1	-	
1	Pseudochirulus canescens	699039	Partial	Contig	-	-	No	24/09/2021	ERS5079851 MarsupialExonCaptKit	GCA_904813875.1	-	Partial
1	Pseudochirulus caroli	699038	Partial	Contig	-	-	No	24/09/2021	ERS5079877 MarsupialExonCaptKit	GCA_904814125.1	-	Partial
1	Pseudochirulus forbesi	65616	Partial	Contig	-	-	No	24/09/2021	ERS5079767 MarsupialExonCaptKit	GCA_904813045.1	-	Partial
1	Pseudochirulus herbertensis	596260	Partial	Contig	-	-	No	24/09/2021	ERS5079540 MarsupialExonCaptKit	GCA_904810725.1	-	Partial
1	Pseudois nayaur	59542	-	Scaffold	-	-	Yes	31/05/2018	ASM318257v1	GCA_003182575.1	-	
2	Pteronotus parnellii  	59476	-	Scaffold	-	-	No	13/09/2013	ASM46540v1	GCA_000465405.1	-	
-	Pteronotus parnellii mesoamericanus	1884717	-	Scaffold	-	-	Yes	20/12/2021	CSHL_Meso_final	GCA_021234165.1	-	
1	Pteronura brasiliensis	9672	-	Scaffold	-	-	Yes	15/01/2019	PteBra_v1_BIUU	GCA_004024605.1	-	
1	Pteropus alecto	9402	-	Scaffold	NCBI Annotation Release 102, Annotation submitted by BGI	C:98.2%[S:98.0%,D:0.2%],F:0.8%,M:1.0%,n:12234	Yes	04/12/2013	ASM32557v1	GCA_000325575.1	GCF_000325575.1	
1	Pteropus giganteus	143291	-	Scaffold	NCBI Annotation Release 100	C:97.4%[S:97.0%,D:0.4%],F:0.9%,M:1.7%,n:12234	Yes	15/04/2020	Ma_sr-lr_union100	GCA_902729225.1	GCF_902729225.1	
1	Pteropus pselaphon	1496133	-	Scaffold	-	-	Yes	23/08/2020	P_pselaphon_scaffold_01	GCA_014363405.1	-	
1	Pteropus rufus	196297	-	Chromosome	-	-	Yes	10/02/2023	Pteropus_rufus_HiC	GCA_028533765.1	-	
1	Pteropus vampyrus	132908	-	Scaffold	NCBI Annotation Release 101	C:94.7%[S:94.3%,D:0.4%],F:3.0%,M:2.3%,n:12234	Yes	05/12/2014	Pvam_2.0	GCA_000151845.2	GCF_000151845.1	
1	Puma concolor	9696	-	Scaffold	NCBI Annotation Release 100	C:87.7%[S:87.4%,D:0.3%],F:3.2%,M:9.1%,n:14502	Yes	19/07/2018	PumCon1.0	GCA_003327715.1	GCF_003327715.1	
1	Puma yagouaroundi	1608482	-	Scaffold	NCBI Annotation Release 100	C:98.0%[S:97.0%,D:1.0%],F:0.6%,M:1.4%,n:14502	Yes	20/10/2020	PumYag	GCA_014898765.1	GCF_014898765.1	
3	Pusa hispida saimensis	248495	-	Contig	-	-	Yes	03/02/2023	Saimaa ringed seal draft genome	GCA_947044825.1	-	Higher species not available
1	Pusa sibirica	9719	-	Chromosome	-	-	Yes	08/03/2023	PSIB_hic	GCA_028975605.1	-	
1	Pygathrix nemaeus	54133	-	Scaffold	-	-	Yes	15/01/2019	PygNem_v1_BIUU	GCA_004024825.1	-	
1	Pygathrix nigripes	310352	-	Contig	-	-	Yes	17/06/2022	ASM2376469v1	GCA_023764695.1	-	
2	Rangifer tarandus  	9870	-	Scaffold	-	-	No	16/01/2019	RanTarSib_v1_BIUU	GCA_004026565.1	-	Genome of same quality available
-	Rangifer tarandus caribou	86327	-	Scaffold	-	-	Yes	08/09/2021	ULRtarCaribou_2	GCA_019903745.1	-	
1	Raphicerus campestris	59544	-	Scaffold	-	-	Yes	24/06/2019	SNB	GCA_006410735.1	-	
1	Rattus norvegicus	10116	-	Chromosome	NCBI Annotation Release 108	C:98.8%[S:97.2%,D:1.5%],F:0.4%,M:0.9%,n:13798	Yes	10/11/2020	mRatBN7.2	GCA_015227675.2	GCF_015227675.2	
1	Rattus rattus	10117	-	Chromosome	NCBI Annotation Release 100	C:96.4%[S:94.5%,D:1.8%],F:0.7%,M:3.0%,n:13798	Yes	04/03/2020	Rrattus_CSIRO_v1	GCA_011064425.1	GCF_011064425.1	
1	Redunca redunca	59556	-	Scaffold	-	-	Yes	24/06/2019	BHR	GCA_006410935.1	-	
1	Rhabdomys dilectus	996586	-	Scaffold	-	-	Yes	01/09/2021	ASM1984419v1	GCA_019844195.1	-	
1	Rhinoceros unicornis	9809	-	Chromosome	-	-	Yes	16/02/2023	Rhinoceros_unicornis_HiC	GCA_028646465.1	-	
1	Rhinolophus ferrumequinum	59479	-	Chromosome	NCBI Annotation Release 100.20220914	C:99.1%[S:97.5%,D:1.6%],F:0.3%,M:0.6%,n:12234	Yes	16/05/2019	mRhiFer1_v1.p	GCA_004115265.3	GCF_004115265.2	
1	Rhinolophus sinicus	89399	-	Scaffold	NCBI Annotation Release 100	C:98.5%[S:96.3%,D:2.2%],F:0.6%,M:0.9%,n:12234	No	04/12/2016	ASM188883v1	GCA_001888835.1	GCF_001888835.1	Contaminated
1	Rhinopithecus bieti	61621	-	Scaffold	NCBI eukaryotic genome annotation pipeline	-	Yes	03/08/2016	ASM169854v2	GCA_001698545.2	GCF_001698545.2	
1	Rhinopithecus roxellana	61622	-	Chromosome	NCBI Annotation Release 101	C:99.0%[S:97.8%,D:1.3%],F:0.4%,M:0.6%,n:13780	Yes	29/07/2019	ASM756505v1	GCA_007565055.1	GCF_007565055.1	
1	Rhinopithecus strykeri	1194336	-	Contig	-	-	Yes	17/06/2022	ASM2376470v1	GCA_023764705.1	-	
1	Rhizomys pruinosus	53275	-	Scaffold	-	-	Yes	31/12/2019	RhiPru_1.0	GCA_009823505.1	-	
1	Rhombomys opimus	186474	-	Scaffold	-	-	Yes	04/02/2020	ASM1012001v1	GCA_010120015.1	-	
1	Rhynchomeles prattorum	1031281	Partial	Contig	-	-	No	24/09/2021	ERS5079572 MarsupialExonCaptKit	GCA_904812095.1	-	Partial
1	Rhynchomys soricoides	1217597	-	Scaffold	-	-	Yes	01/09/2021	ASM1984396v1	GCA_019843965.1	-	
1	Rousettus aegyptiacus	9407	-	Scaffold	NCBI Annotation Release 101, Annotation submitted by Bat1K	C:98.7%[S:98.4%,D:0.3%],F:0.5%,M:0.8%,n:12234	Yes	07/08/2020	mRouAeg1.p	GCA_014176215.1	GCF_014176215.1	
1	Rousettus leschenaultii	9408	-	Scaffold	-	-	Yes	30/10/2020	rouLes_1.0	GCA_015472975.1	-	
1	Rousettus madagascariensis	77223	-	Chromosome	-	-	Yes	09/02/2023	Rousettus_madagascariensis_HiC	GCA_028533395.1	-	
1	Saguinus imperator	9491	-	Scaffold	-	-	Yes	15/01/2019	SagImp_v1_BIUU	GCA_004024885.1	-	
1	Saguinus midas	30586	-	Chromosome	-	-	Yes	19/01/2022	ASM2149847v1	GCA_021498475.1	-	
1	Saiga tatarica	34875	-	Scaffold	-	-	Yes	15/01/2019	SaiTat_v1_BIUU	GCA_004024985.1	-	
3	Saimiri boliviensis boliviensis	39432	-	Scaffold	NCBI eukaryotic genome annotation pipeline	-	Yes	12/01/2021	BCM_Sbol_2.1	GCA_016699345.2	GCF_016699345.2	Higher species not available
1	Sapajus apella	9515	-	Scaffold	NCBI Annotation Release 100	C:97.8%[S:96.9%,D:0.9%],F:1.1%,M:1.1%,n:13780	Yes	17/12/2019	GSC_monkey_1.0	GCA_009761245.1	GCF_009761245.1	
1	Sarcophilus harrisii	9305	-	Chromosome	NCBI Annotation Release 103	C:95.5%[S:94.5%,D:1.0%],F:0.9%,M:3.6%,n:9226	Yes	07/11/2019	mSarHar1.11	GCA_902635505.1	GCF_902635505.1	
1	Scalopus aquaticus	71119	-	Scaffold	-	-	Yes	15/01/2019	ScaAqu_v1_BIUU	GCA_004024925.1	-	
1	Sciurus carolinensis	30640	-	Chromosome	GCF_902686445.1-RS_2023_02	C:98.7%[S:95.8%,D:2.9%],F:0.4%,M:0.9%,n:13798	Yes	31/07/2020	mSciCar1.2	GCA_902686445.2	GCF_902686445.1	
1	Sciurus niger	34861	-	Scaffold	-	-	Yes	04/11/2021	VCOM_Snig_1.0	GCA_020740815.1	-	
1	Sciurus vulgaris	55149	-	Chromosome	-	-	Yes	31/07/2020	mSciVul1.2	GCA_902686455.2	-	
1	Semnopithecus entellus	88029	-	Scaffold	-	-	Yes	15/01/2019	SemEnt_v1_BIUU	GCA_004025065.1	-	
1	Setonix brachyurus	30670	Partial	Contig	-	-	No	24/09/2021	ERS5079901 MarsupialExonCaptKit	GCA_904810585.1	-	Partial, several genomes of same quality
1	Sigmodon hispidus	42415	-	Scaffold	-	-	Yes	15/01/2019	SigHis_v1_BIUU	GCA_004025045.1	-	
1	Sminthopsis aitkeni	75753	Partial	Contig	-	-	No	24/09/2021	ERS5079870 MarsupialExonCaptKit	GCA_904814065.1	-	Partial
1	Sminthopsis bindi	90757	Partial	Contig	-	-	No	24/09/2021	ERS5079839 MarsupialExonCaptKit	GCA_904813735.1	-	Partial
1	Sminthopsis crassicaudata	9301	Partial	Contig	-	-	No	24/09/2021	ERS5079554 MarsupialExonCaptKit	GCA_904810895.1	-	Partial, several genomes of same quality
1	Sminthopsis dolichura	75754	Partial	Contig	-	-	No	24/09/2021	ERS5079875 MarsupialExonCaptKit	GCA_904814115.1	-	Partial
1	Sminthopsis gilberti	75755	Partial	Contig	-	-	No	24/09/2021	ERS5079868 MarsupialExonCaptKit	GCA_904814045.1	-	Partial
1	Sminthopsis granulipes	90759	Partial	Contig	-	-	No	24/09/2021	ERS5079828 MarsupialExonCaptKit	GCA_904813645.1	-	Partial
1	Sminthopsis griseoventer	75756	Partial	Contig	-	-	No	24/09/2021	ERS5079560 MarsupialExonCaptKit	GCA_904810975.1	-	Partial, several genomes of same quality
1	Sminthopsis hirtipes	90760	Partial	Contig	-	-	No	24/09/2021	ERS5079524 MarsupialExonCaptKit	GCA_904810655.1	-	Partial
1	Sminthopsis leucopus	90761	Partial	Contig	-	-	No	24/09/2021	ERS5079831 MarsupialExonCaptKit	GCA_904813665.1	-	Partial
1	Sminthopsis longicaudata	90764	Partial	Contig	-	-	No	24/09/2021	ERS5079536 MarsupialExonCaptKit	GCA_904810755.1	-	Partial
1	Sminthopsis macroura	9302	Partial	Contig	-	-	No	24/09/2021	ERS5079791 MarsupialExonCaptKit	GCA_904813265.1	-	Partial
1	Sminthopsis murina	32560	Partial	Contig	-	-	No	24/09/2021	ERS5079841 MarsupialExonCaptKit	GCA_904813715.1	-	Partial
1	Sminthopsis ooldea	90765	Partial	Contig	-	-	No	24/09/2021	ERS5079520 MarsupialExonCaptKit	GCA_904810625.1	-	Partial
1	Sminthopsis psammophila	90766	Partial	Contig	-	-	No	24/09/2021	ERS5079533 MarsupialExonCaptKit	GCA_904810705.1	-	Partial
1	Sminthopsis virginiae	90767	Partial	Contig	-	-	No	24/09/2021	ERS5079840 MarsupialExonCaptKit	GCA_904813775.1	-	Partial
1	Sminthopsis youngsoni	90770	Partial	Contig	-	-	No	24/09/2021	ERS5079845 MarsupialExonCaptKit	GCA_904813815.1	-	Partial
1	Solenodon paradoxus	79805	-	Scaffold	-	-	Yes	22/03/2019	SolPar_v1_BIUU	GCA_004363575.1	-	
1	Sorex araneus	42254	-	Scaffold	NCBI Annotation Release 101	C:93.8%[S:93.0%,D:0.8%],F:2.8%,M:3.4%,n:12234	Yes	27/08/2012	SorAra2.0	GCA_000181275.2	GCF_000181275.1	
1	Sorex cinereus	36803	-	Scaffold	-	-	Yes	10/11/2022	SorCin_1.0	GCA_026122425.1	-	
1	Sorex palustris	46219	-	Scaffold	-	-	Yes	09/02/2023	ASM2856567v1	GCA_028565675.1	-	
1	Sousa chinensis	103600	-	Scaffold	-	-	Yes	31/07/2019	ASM776064v1	GCA_007760645.1	-	Annotated no reference genome available
1	Speothos venaticus	68741	-	Scaffold	-	-	Yes	01/04/2022	Speothos_venaticus_v01	GCA_023170115.1	-	
1	Spermophilus dauricus	99837	-	Scaffold	-	-	Yes	28/09/2017	ASM240643v1	GCA_002406435.1	-	
1	Spilocuscus maculatus	175810	Partial	Contig	-	-	No	24/09/2021	ERS5079765 MarsupialExonCaptKit	GCA_904812975.1	-	Partial, several genomes of same quality
1	Spilocuscus rufoniger	114229	Partial	Contig	-	-	No	24/09/2021	ERS5079848 MarsupialExonCaptKit	GCA_904813855.1	-	Partial
1	Spilogale gracilis	30551	-	Scaffold	-	-	Yes	15/01/2019	SpiGra_v1_BIUU	GCA_004023965.1	-	
1	Spilogale interrupta	2340998	-	Contig	-	-	Yes	27/04/2022	UWYO_SpInte_0.1	GCA_023159085.1	-	
1	Steno bredanensis	46167	-	Chromosome	-	-	Yes	16/02/2023	Steno_bredanensis_HiC	GCA_028646385.1	-	
1	Strigocuscus celebensis	293818	Partial	Contig	-	-	No	24/09/2021	ERS5079569 MarsupialExonCaptKit	GCA_904812005.1	-	Partial
1	Strigocuscus pelengensis	596271	Partial	Contig	-	-	No	24/09/2021	ERS5079788 MarsupialExonCaptKit	GCA_904813245.1	-	Partial
1	Sturnira hondurensis	192404	-	Scaffold	NCBI Annotation Release 100.20210611	C:94.7%[S:94.0%,D:0.7%],F:0.7%,M:4.6%,n:12234	Yes	30/09/2020	WHU_Shon_v2.1	GCA_014824575.2	GCF_014824575.2	
1	Suncus etruscus	109475	-	Chromosome	NCBI Annotation Release 100	C:94.9%[S:91.6%,D:3.2%],F:0.7%,M:4.5%,n:12234	Yes	06/07/2022	mSunEtr1.pri.cur	GCA_024139225.1	GCF_024139225.1	
1	Suricata suricatta	37032	-	Chromosome	NCBI Annotation Release 100	C:95.5%[S:94.7%,D:0.8%],F:1.0%,M:3.4%,n:14502	Yes	03/07/2019	meerkat_22Aug2017_6uvM2_HiC	GCA_006229205.1	GCF_006229205.1	
1	Sus cebifrons	315377	-	Scaffold	-	-	Yes	22/09/2022	Sus_cebifrons.v1	GCA_905335845.1	-	
1	Sus scrofa	9823	-	Chromosome	NCBI Annotation Release 106	C:98.2%[S:97.7%,D:0.5%],F:0.3%,M:1.6%,n:13335	Yes	07/02/2017	Sscrofa11.1	GCA_000003025.6	GCF_000003025.6	
1	Sylvicapra grimmia	119562	-	Scaffold	-	-	Yes	24/06/2019	CMD	GCA_006408735.1	-	
1	Sylvilagus bachmani	365149	-	Chromosome	-	-	Yes	04/12/2020	Sylvilagus_bachmani_HiC	GCA_015711505.1	-	
1	Symphalangus syndactylus	9590	-	Chromosome	-	-	Yes	28/02/2023	NHGRI_mSymSyn1-v1.1-hic.freeze_pri	GCA_028878055.1	-	
